1494730422150,5,Value1Small,201,Created,CheckIn 1-18,text,true,219,26,26,5
1494730422150,5,Value1Small,201,Created,CheckIn 1-10,text,true,219,27,27,5
1494730422150,5,Value1Small,201,Created,CheckIn 1-17,text,true,219,27,27,5
1494730422150,5,Value1Small,201,Created,CheckIn 1-8,text,true,219,27,27,5
1494730422150,5,Value1Small,201,Created,CheckIn 1-16,text,true,219,27,27,5
1494730422150,5,Value1Small,201,Created,CheckIn 1-13,text,true,219,27,27,5
1494730422155,0,Value1Small,201,Created,CheckIn 1-23,text,true,219,27,27,0
1494730422146,10,Value1Small,201,Created,CheckIn 1-3,text,true,219,29,29,10
1494730422150,6,Value1Small,201,Created,CheckIn 1-6,text,true,219,29,29,6
1494730422148,8,Value1Small,201,Created,CheckIn 1-9,text,true,219,30,30,8
1494730422151,6,Value1Small,201,Created,CheckIn 1-14,text,true,220,33,33,6
1494730422156,1,Value1Small,201,Created,CheckIn 1-25,text,true,220,33,33,1
1494730422156,1,Value1Small,201,Created,CheckIn 1-24,text,true,220,33,33,1
1494730422156,1,Value1Small,201,Created,CheckIn 1-26,text,true,220,34,34,1
1494730422156,1,Value1Small,201,Created,CheckIn 1-29,text,true,220,34,34,1
1494730422156,1,Value1Small,201,Created,CheckIn 1-28,text,true,220,34,34,1
1494730422157,1,Value1Small,201,Created,CheckIn 1-32,text,true,220,38,38,1
1494730422157,1,Value1Small,201,Created,CheckIn 1-33,text,true,220,38,38,1
1494730422157,1,Value1Small,201,Created,CheckIn 1-30,text,true,220,38,38,1
1494730422157,2,Value1Small,201,Created,CheckIn 1-27,text,true,220,39,39,2
1494730422158,1,Value1Small,201,Created,CheckIn 1-35,text,true,220,40,40,1
1494730422158,1,Value1Small,201,Created,CheckIn 1-31,text,true,220,40,40,1
1494730422158,1,Value1Small,201,Created,CheckIn 1-37,text,true,220,41,41,1
1494730422158,1,Value1Small,201,Created,CheckIn 1-36,text,true,220,41,41,1
1494730422159,0,Value1Small,201,Created,CheckIn 1-38,text,true,220,42,42,0
1494730422159,1,Value1Small,201,Created,CheckIn 1-34,text,true,220,43,43,1
1494730422159,1,Value1Small,201,Created,CheckIn 1-39,text,true,220,43,43,1
1494730422159,1,Value1Small,201,Created,CheckIn 1-40,text,true,220,44,44,1
1494730422160,0,Value1Small,201,Created,CheckIn 1-41,text,true,220,45,45,0
1494730422160,0,Value1Small,201,Created,CheckIn 1-42,text,true,220,46,46,0
1494730422160,1,Value1Small,201,Created,CheckIn 1-43,text,true,220,47,47,1
