1494730220665,1,parkinglot-get-express1,201,Created,Get Parking Lot 1-1,text,true,833,1,1,1
1494730220670,0,parkinglot-get-express1,201,Created,Get Parking Lot 1-2,text,true,833,2,2,0
1494730220675,0,parkinglot-get-express1,201,Created,Get Parking Lot 1-3,text,true,833,3,3,0
1494730220680,1,parkinglot-get-express1,201,Created,Get Parking Lot 1-4,text,true,833,4,4,1
1494730220687,1,parkinglot-get-express1,201,Created,Get Parking Lot 1-5,text,true,833,5,5,1
1494730220694,0,parkinglot-get-express1,201,Created,Get Parking Lot 1-6,text,true,833,6,6,0
1494730220695,1,parkinglot-get-express1,201,Created,Get Parking Lot 1-7,text,true,833,7,7,1
1494730220703,1,parkinglot-get-express1,201,Created,Get Parking Lot 1-8,text,true,833,8,8,1
1494730220710,1,parkinglot-get-express1,201,Created,Get Parking Lot 1-9,text,true,833,9,9,1
1494730220712,1,parkinglot-get-express1,201,Created,Get Parking Lot 1-10,text,true,833,10,10,1
1494730220716,0,parkinglot-get-express1,201,Created,Get Parking Lot 1-11,text,true,833,11,11,0
1494730220722,0,parkinglot-get-express1,201,Created,Get Parking Lot 1-12,text,true,833,12,12,0
1494730220730,0,parkinglot-get-express1,201,Created,Get Parking Lot 1-13,text,true,833,13,13,0
1494730220735,1,parkinglot-get-express1,201,Created,Get Parking Lot 1-14,text,true,833,14,14,1
1494730220738,1,parkinglot-get-express1,201,Created,Get Parking Lot 1-15,text,true,833,15,15,1
1494730220742,1,parkinglot-get-express1,201,Created,Get Parking Lot 1-16,text,true,833,16,16,1
1494730220746,0,parkinglot-get-express1,201,Created,Get Parking Lot 1-17,text,true,833,17,17,0
1494730220753,1,parkinglot-get-express1,201,Created,Get Parking Lot 1-18,text,true,833,18,18,1
1494730220756,1,parkinglot-get-express1,201,Created,Get Parking Lot 1-19,text,true,833,19,19,1
1494730220760,1,parkinglot-get-value1,201,Created,Get Parking Lot 1-1,text,true,1734,19,19,1
1494730220761,1,parkinglot-get-value1,201,Created,Get Parking Lot 1-2,text,true,1734,19,19,1
1494730220763,0,parkinglot-get-express1,201,Created,Get Parking Lot 1-20,text,true,833,20,20,0
1494730220765,0,parkinglot-get-value1,201,Created,Get Parking Lot 1-3,text,true,1734,20,20,0
1494730220769,1,parkinglot-get-express1,201,Created,Get Parking Lot 1-21,text,true,833,21,21,1
1494730220770,0,parkinglot-get-value1,201,Created,Get Parking Lot 1-4,text,true,1734,21,21,0
1494730220771,0,parkinglot-get-value1,201,Created,Get Parking Lot 1-5,text,true,1734,21,21,0
1494730220771,1,parkinglot-get-express1,201,Created,Get Parking Lot 1-22,text,true,833,22,22,1
1494730220774,0,parkinglot-get-value1,201,Created,Get Parking Lot 1-6,text,true,1734,22,22,0
1494730220774,0,parkinglot-get-value1,201,Created,Get Parking Lot 1-7,text,true,1734,22,22,0
1494730220776,1,parkinglot-get-value1,201,Created,Get Parking Lot 1-8,text,true,1734,22,22,1
1494730220776,1,parkinglot-get-value1,201,Created,Get Parking Lot 1-9,text,true,1734,22,22,1
1494730220779,0,parkinglot-get-value1,201,Created,Get Parking Lot 1-10,text,true,1734,23,23,0
1494730220779,1,parkinglot-get-express1,201,Created,Get Parking Lot 1-23,text,true,833,23,23,1
1494730220783,0,parkinglot-get-value1,201,Created,Get Parking Lot 1-11,text,true,1734,23,23,0
1494730220783,0,parkinglot-get-value1,201,Created,Get Parking Lot 1-12,text,true,1734,23,23,0
1494730220786,0,parkinglot-get-value1,201,Created,Get Parking Lot 1-13,text,true,1734,24,24,0
1494730220786,0,parkinglot-get-value1,201,Created,Get Parking Lot 1-14,text,true,1734,24,24,0
1494730220786,0,parkinglot-get-express1,201,Created,Get Parking Lot 1-24,text,true,833,25,25,0
1494730220787,0,parkinglot-get-express1,201,Created,Get Parking Lot 1-25,text,true,833,25,25,0
1494730220789,0,parkinglot-get-value1,201,Created,Get Parking Lot 1-15,text,true,1734,25,25,0
1494730220792,0,parkinglot-get-value1,201,Created,Get Parking Lot 1-16,text,true,1734,25,25,0
1494730220792,0,parkinglot-get-value1,201,Created,Get Parking Lot 1-17,text,true,1734,25,25,0
1494730220795,0,parkinglot-get-value1,201,Created,Get Parking Lot 1-18,text,true,1734,26,26,0
1494730220796,0,parkinglot-get-value1,201,Created,Get Parking Lot 1-19,text,true,1734,26,26,0
1494730220796,0,parkinglot-get-value2,201,Created,Get Parking Lot 1-1,text,true,1734,26,26,0
1494730220796,0,parkinglot-get-value2,201,Created,Get Parking Lot 1-2,text,true,1734,26,26,0
1494730220796,0,parkinglot-get-express1,201,Created,Get Parking Lot 1-26,text,true,833,26,26,0
1494730220796,0,parkinglot-get-value1,201,Created,Get Parking Lot 1-20,text,true,1734,26,26,0
1494730220799,0,parkinglot-get-value2,201,Created,Get Parking Lot 1-3,text,true,1734,27,27,0
1494730220799,0,parkinglot-get-express1,201,Created,Get Parking Lot 1-27,text,true,833,27,27,0
1494730220802,0,parkinglot-get-value1,201,Created,Get Parking Lot 1-21,text,true,1734,27,27,0
1494730220802,0,parkinglot-get-value2,201,Created,Get Parking Lot 1-5,text,true,1734,27,27,0
1494730220802,0,parkinglot-get-value2,201,Created,Get Parking Lot 1-4,text,true,1734,27,27,0
1494730220802,1,parkinglot-get-value1,201,Created,Get Parking Lot 1-22,text,true,1734,28,28,1
1494730220803,0,parkinglot-get-value2,201,Created,Get Parking Lot 1-6,text,true,1734,28,28,0
1494730220803,0,parkinglot-get-value2,201,Created,Get Parking Lot 1-7,text,true,1734,28,28,0
